שם רשות מקומית,שנה,רכב פרטי
מכורה,2016,59
מכורה,2017,58
מכורה,2018,68
מכורה,2019,72
מכחול,2015,17
מכחול,2016,23
מכחול,2017,24
מכחול,2018,40
מכחול,2019,38
מכמורת,2015,531
מכמורת,2016,555
מכמורת,2017,592
מכמורת,2018,616
מכמורת,2019,604
מכמנים,2015,145
מכמנים,2016,145
מכמנים,2017,168
מכמנים,2018,179
מכמנים,2019,194
מלאה,2015,123
מלאה,2016,130
מלאה,2017,138
מלאה,2018,133
מלאה,2019,134
מלילות,2015,100
מלילות,2016,118
מלילות,2017,122
מלילות,2018,141
מלילות,2019,160
מלכייה,2015,143
מלכייה,2016,142
מלכייה,2017,150
מלכייה,2018,158
מלכייה,2019,166
מנוחה,2015,155
מנוחה,2016,167
מנוחה,2017,191
מנוחה,2018,210
מנוחה,2019,218
מנוף,2015,265
מנוף,2016,278
מנוף,2017,289
מנוף,2018,299
מנוף,2019,310
מנות,2015,167
מנות,2016,172
מנות,2017,198
מנות,2018,195
מנות,2019,204
מנחמיה,2015,401
מנחמיה,2016,432
מנחמיה,2017,445
מנחמיה,2018,465
מנחמיה,2019,478
מנרה,2015,83
מנרה,2016,77
מנרה,2017,86
מנרה,2018,94
מנרה,2019,99
מנשית זבדה,2015,249
מנשית זבדה,2016,287
מנשית זבדה,2017,329
מנשית זבדה,2018,339
מנשית זבדה,2019,353
מסד,2015,162
מסד,2016,191
מסד,2017,189
מסד,2018,189
מסד,2019,185
מסדה,2015,97
מסדה,2016,115
מסדה,2017,120
מסדה,2018,112
מסדה,2019,116
מסילות,2015,126
מסילות,2016,149
מסילות,2017,162
מסילות,2018,158
מסילות,2019,166
מסילת ציון,2015,329
מסילת ציון,2016,363
מסילת ציון,2017,373
מסילת ציון,2018,374
מסילת ציון,2019,383
מסלול,2015,201
מסלול,2016,240
מסלול,2017,247
מסלול,2018,269
מסלול,2019,271
מסעדה,2015,"1,030"
מסעדה,2016,"1,128"
מסעדה,2017,"1,216"
מסעדה,2018,"1,292"
מסעדה,2019,"1,375"
מעברות,2015,132
מעברות,2016,142
מעברות,2017,164
מעברות,2018,171
מעברות,2019,185
מעגלים,2015,407
מעגלים,2016,445
מעגלים,2017,499
מעגלים,2018,550
מעגלים,2019,570
מעגן מיכאל,2015,276
מעגן מיכאל,2016,295
מעגן מיכאל,2017,326
מעגן מיכאל,2018,340
מעגן מיכאל,2019,351
מעגן,2015,636
מעגן,2016,720
מעגן,2017,821
מעגן,2018,966
מעגן,2019,"1,097"
מעוז חיים,2015,133
מעוז חיים,2016,158
מעוז חיים,2017,187
מעוז חיים,2018,183
מעוז חיים,2019,192
מעון,2015,118
מעון,2016,125
מעון,2017,135
מעון,2018,144
מעון,2019,152
מעונה,2015,326
מעונה,2016,349
מעונה,2017,354
מעונה,2018,367
מעונה,2019,396
מעיין ברוך,2015,222
מעיין ברוך,2016,216
מעיין ברוך,2017,230
מעיין ברוך,2018,234
מעיין ברוך,2019,258
מעיין צבי,2015,242
מעיין צבי,2016,257
מעיין צבי,2017,282
מעיין צבי,2018,309
מעיין צבי,2019,310
מעיליא,2015,"1,127"
מעיליא,2016,"1,222"
מעיליא,2017,"1,295"
מעיליא,2018,"1,360"
מעיליא,2019,"1,411"
מעלה אדומים,2015,"10,481"
מעלה אדומים,2016,"10,971"
מעלה אדומים,2017,"11,431"
מעלה אדומים,2018,"12,024"
מעלה אדומים,2019,"12,306"
מעלה אפרים,2015,387
מעלה אפרים,2016,411
מעלה אפרים,2017,404
מעלה אפרים,2018,411
מעלה אפרים,2019,425
מעלה גלבוע,2015,126
מעלה גלבוע,2016,143
מעלה גלבוע,2017,158
מעלה גלבוע,2018,175
מעלה גלבוע,2019,193
מעלה גמלא,2015,193
מעלה גמלא,2016,211
מעלה גמלא,2017,207
מעלה גמלא,2018,229
מעלה גמלא,2019,235
מעלה החמישה,2015,201
מעלה החמישה,2016,227
מעלה החמישה,2017,237
מעלה החמישה,2018,264
מעלה החמישה,2019,267
מעלה לבונה,2015,109
מעלה לבונה,2016,125
מעלה לבונה,2017,141
מעלה לבונה,2018,147
מעלה לבונה,2019,156
מעלה מכמש,2015,309
מעלה מכמש,2016,319
מעלה מכמש,2017,371
מעלה מכמש,2018,400
מעלה מכמש,2019,440
מעלה עירון,2015,"3,352"
מעלה עירון,2016,"3,648"
מעלה עירון,2017,"4,059"
מעלה עירון,2018,"4,384"
מעלה עירון,2019,"4,718"
מעלה עמוס,2015,72
מעלה עמוס,2016,74
מעלה עמוס,2017,88
מעלה עמוס,2018,100
מעלה עמוס,2019,132
מעלות-תרשיחא,2015,"6,075"
מעלות-תרשיחא,2016,"6,346"
מעלות-תרשיחא,2017,"6,680"
מעלות-תרשיחא,2018,"7,017"
מעלות-תרשיחא,2019,"7,330"
מענית,2015,241
מענית,2016,258
מענית,2017,263
מענית,2018,288
מענית,2019,305
מעש,2015,410
מעש,2016,415
מעש,2017,438
מעש,2018,442
מעש,2019,427
מפלסים,2015,204
מפלסים,2016,230
מפלסים,2017,239
מפלסים,2018,247
מפלסים,2019,264
מצדות יהודה,2015,101
מצדות יהודה,2016,110
מצדות יהודה,2017,124
מצדות יהודה,2018,132
מצדות יהודה,2019,152
מצובה,2015,365
מצובה,2016,398
מצובה,2017,425
מצובה,2018,436
מצובה,2019,425
מצליח,2015,528
מצליח,2016,561
מצליח,2017,560
מצליח,2018,572
מצליח,2019,595
"מצפה אבי""ב",2015,346
"מצפה אבי""ב",2016,367
"מצפה אבי""ב",2017,388
"מצפה אבי""ב",2018,390
"מצפה אבי""ב",2019,419
מצפה אילן,2015,58
מצפה אילן,2016,67
מצפה אילן,2017,74
מצפה אילן,2018,88
מצפה אילן,2019,119
מצפה יריחו,2015,391
מצפה יריחו,2016,431
מצפה יריחו,2017,463
מצפה יריחו,2018,504
מצפה יריחו,2019,530
מצפה נטופה,2015,255
מצפה נטופה,2016,269
מצפה נטופה,2017,304
מצפה נטופה,2018,330
מצפה נטופה,2019,350
מצפה רמון,2015,"1,078"
מצפה רמון,2016,"1,131"
מצפה רמון,2017,"1,232"
מצפה רמון,2018,"1,294"
מצפה רמון,2019,"1,317"
מצפה שלם,2015,52
מצפה שלם,2016,53
מצפה שלם,2017,63
מצפה שלם,2018,71
מצפה שלם,2019,69
מצפה,2015,59
מצפה,2016,63
מצפה,2017,65
מצפה,2018,71
מצפה,2019,69
מצר,2015,189
מצר,2016,184
מצר,2017,174
מצר,2018,174
מצר,2019,180
מקווה ישראל,2015,60
מקווה ישראל,2016,69
מקווה ישראל,2017,65
מקווה ישראל,2018,61
מקווה ישראל,2019,63
מרגליות,2015,162
מרגליות,2016,171
מרגליות,2017,194
מרגליות,2018,213
מרגליות,2019,231
מרום גולן,2015,237
מרום גולן,2016,246
מרום גולן,2017,268
מרום גולן,2018,289
מרום גולן,2019,296
מרחב עם,2015,71
מרחב עם,2016,84
מרחב עם,2017,92
מרחב עם,2018,106
מרחב עם,2019,116
מרחביה (מושב),2015,292
מרחביה (מושב),2016,298
מרחביה (מושב),2017,293
מרחביה (מושב),2018,299
מרחביה (מושב),2019,321
מרחביה (קיבוץ),2015,370
מרחביה (קיבוץ),2016,380
מרחביה (קיבוץ),2017,390
מרחביה (קיבוץ),2018,405
מרחביה (קיבוץ),2019,418
מרכז שפירא,2015,628
מרכז שפירא,2016,671
מרכז שפירא,2017,724
מרכז שפירא,2018,748
מרכז שפירא,2019,776
משאבי שדה,2015,110
משאבי שדה,2016,111
משאבי שדה,2017,123
משאבי שדה,2018,122
משאבי שדה,2019,137
משגב דב,2015,252
משגב דב,2016,283
משגב דב,2017,293
משגב דב,2018,305
משגב דב,2019,300
משגב עם,2015,112
משגב עם,2016,112
משגב עם,2017,122
משגב עם,2018,129
משגב עם,2019,130
משהד,2015,"1,772"
משהד,2016,"1,924"
משהד,2017,"2,098"
משהד,2018,"2,191"
משהד,2019,"2,361"
משואה,2015,62
משואה,2016,67
משואה,2017,74
משואה,2018,81
משואה,2019,81
משואות יצחק,2015,193
משואות יצחק,2016,207
משואות יצחק,2017,224
משואות יצחק,2018,226
משואות יצחק,2019,225
משכיות,2015,30
משכיות,2016,39
משכיות,2017,44
משכיות,2018,46
משכיות,2019,42
משמר איילון,2015,210
משמר איילון,2016,222
משמר איילון,2017,237
משמר איילון,2018,238
משמר איילון,2019,239
משמר דוד,2015,227
משמר דוד,2016,257
משמר דוד,2017,265
משמר דוד,2018,290
משמר דוד,2019,313
משמר הירדן,2015,258
משמר הירדן,2016,273
משמר הירדן,2017,307
משמר הירדן,2018,332
משמר הירדן,2019,332
משמר הנגב,2015,231
משמר הנגב,2016,237
משמר הנגב,2017,271
משמר הנגב,2018,288
משמר הנגב,2019,304
משמר העמק,2015,237
משמר העמק,2016,248
משמר העמק,2017,253
משמר העמק,2018,263
משמר העמק,2019,304
משמר השבעה,2015,407
משמר השבעה,2016,443
משמר השבעה,2017,445
משמר השבעה,2018,476
משמר השבעה,2019,490
משמר השרון,2015,175
משמר השרון,2016,188
משמר השרון,2017,186
משמר השרון,2018,188
משמר השרון,2019,194
משמרות,2015,233
משמרות,2016,256
משמרות,2017,274
משמרות,2018,287
משמרות,2019,314
משמרת,2015,340
משמרת,2016,373
משמרת,2017,397
משמרת,2018,398
משמרת,2019,408
משען,2015,309
משען,2016,336
משען,2017,364
משען,2018,384
משען,2019,387
מתן,2015,"1,184"
מתן,2016,"1,231"
מתן,2017,"1,289"
מתן,2018,"1,371"
מתן,2019,"1,421"
מתת,2015,63
מתת,2016,65
מתת,2017,72
מתת,2018,77
מתת,2019,77
מתתיהו,2015,85
מתתיהו,2016,104
מתתיהו,2017,117
מתתיהו,2018,125
מתתיהו,2019,135
נאות גולן,2015,176
נאות גולן,2016,197
נאות גולן,2017,215
נאות גולן,2018,220
נאות גולן,2019,234
נאות הכיכר,2015,90
נאות הכיכר,2016,99
נאות הכיכר,2017,109
נאות הכיכר,2018,110
נאות הכיכר,2019,119
נאות מרדכי,2015,178
נאות מרדכי,2016,195
נאות מרדכי,2017,215
נאות מרדכי,2018,226
נאות מרדכי,2019,225
נאות סמדר,2015,31
נאות סמדר,2016,43
נאות סמדר,2017,36
נאות סמדר,2018,34
נאות סמדר,2019,34
נאעורה,2015,549
נאעורה,2016,578
נאעורה,2017,625
נאעורה,2018,658
נאעורה,2019,729
נבטים,2015,262
נבטים,2016,298
נבטים,2017,341
נבטים,2018,370
נבטים,2019,390
נגבה,2015,256
נגבה,2016,266
נגבה,2017,282
נגבה,2018,289
נגבה,2019,299
נגוהות,2015,47
נגוהות,2016,56
נגוהות,2017,56
נגוהות,2018,72
נגוהות,2019,69
נהורה,2015,436
נהורה,2016,462
נהורה,2017,510
נהורה,2018,542
נהורה,2019,562
נהלל,2015,589
נהלל,2016,662
נהלל,2017,761
נהלל,2018,821
נהלל,2019,879
נהרייה,2015,"16,270"
נהרייה,2016,"16,972"
נהרייה,2017,"17,635"
נהרייה,2018,"18,484"
נהרייה,2019,"19,230"
נוב,2015,194
נוב,2016,205
נוב,2017,229
נוב,2018,252
נוב,2019,266
נוגה,2015,160
נוגה,2016,173
נוגה,2017,181
נוגה,2018,190
נוגה,2019,208
נווה אור,2015,133
נווה אור,2016,128
נווה אור,2017,144
נווה אור,2018,146
נווה אור,2019,155
"נווה אטי""ב",2015,72
"נווה אטי""ב",2016,69
"נווה אטי""ב",2017,76
"נווה אטי""ב",2018,81
"נווה אטי""ב",2019,87
נווה אילן,2015,340
נווה אילן,2016,359
נווה אילן,2017,368
נווה אילן,2018,400
נווה אילן,2019,408
נווה איתן,2015,83
נווה איתן,2016,79
נווה איתן,2017,86
נווה איתן,2018,85
נווה איתן,2019,85
נווה דניאל,2015,573
נווה דניאל,2016,607
נווה דניאל,2017,684
נווה דניאל,2018,689
נווה דניאל,2019,719
נווה זוהר,2015,24
נווה זוהר,2016,21
נווה זוהר,2017,25
נווה זוהר,2018,30
נווה זוהר,2019,31
נווה זיו,2015,251
נווה זיו,2016,287
נווה זיו,2017,296
נווה זיו,2018,311
נווה זיו,2019,305
נווה חריף,2015,27
נווה חריף,2016,36
נווה חריף,2017,40
נווה חריף,2018,40
נווה חריף,2019,43
נווה ים,2015,99
נווה ים,2016,111
נווה ים,2017,114
נווה ים,2018,116
נווה ים,2019,114
נווה ימין,2015,523
נווה ימין,2016,565
נווה ימין,2017,604
נווה ימין,2018,617
נווה ימין,2019,617
נווה ירק,2015,504
נווה ירק,2016,521
נווה ירק,2017,516
נווה ירק,2018,527
נווה ירק,2019,514
נווה מבטח,2015,247
נווה מבטח,2016,260
נווה מבטח,2017,297
נווה מבטח,2018,295
נווה מבטח,2019,299
נווה מיכאל,2015,171
נווה מיכאל,2016,200
נווה מיכאל,2017,215
נווה מיכאל,2018,225
נווה מיכאל,2019,223
נווה צוף,2015,309
נווה צוף,2016,345
נווה צוף,2017,369
נווה צוף,2018,383
נווה צוף,2019,392
נווה שלום,2015,97
נווה שלום,2016,105
נווה שלום,2017,122
נווה שלום,2018,117
נווה שלום,2019,142
נווה,2015,97
נווה,2016,107
נווה,2017,127
נווה,2018,131
נווה,2019,145
נועם,2015,109
נועם,2016,126
נועם,2017,140
נועם,2018,135
נועם,2019,146
נוף איילון,2015,594
נוף איילון,2016,664
נוף איילון,2017,718
נוף איילון,2018,759
נוף איילון,2019,794
נוף הגליל,2015,"12,092"
נוף הגליל,2016,"12,488"
נוף הגליל,2017,"13,037"
נוף הגליל,2018,"13,418"
נוף הגליל,2019,"13,989"
נופים,2015,202
נופים,2016,212
נופים,2017,244
נופים,2018,266
נופים,2019,272
נופית,2015,"1,125"
נופית,2016,"1,195"
נופית,2017,"1,206"
נופית,2018,"1,238"
נופית,2019,"1,247"
נופך,2015,177
נופך,2016,190
נופך,2017,185
נופך,2018,206
נופך,2019,207
נוקדים,2015,387
נוקדים,2016,418
נוקדים,2017,487
נוקדים,2018,525
נוקדים,2019,562
נורדייה,2015,798
נורדייה,2016,815
נורדייה,2017,811
נורדייה,2018,829
נורדייה,2019,845
נורית,2015,12
נורית,2016,23
נורית,2017,34
נורית,2018,36
נורית,2019,47
נחושה,2015,280
נחושה,2016,304
נחושה,2017,309
נחושה,2018,342
נחושה,2019,380
נחל עוז,2015,133
נחל עוז,2016,139
נחל עוז,2017,141
נחל עוז,2018,151
נחל עוז,2019,163
נחלה,2015,202
נחלה,2016,224
נחלה,2017,242
נחלה,2018,262
נחלה,2019,261
נחליאל,2015,105
נחליאל,2016,113
נחליאל,2017,109
נחליאל,2018,122
נחליאל,2019,142
נחלים,2015,467
נחלים,2016,469
נחלים,2017,508
נחלים,2018,528
נחלים,2019,508
נחם,2015,184
נחם,2016,192
נחם,2017,194
נחם,2018,207
נחם,2019,217
נחף,2015,"2,756"
נחף,2016,"2,954"
נחף,2017,"3,271"
נחף,2018,"3,509"
נחף,2019,"3,740"
נחשולים,2015,233
נחשולים,2016,246
נחשולים,2017,253
נחשולים,2018,263
נחשולים,2019,265
נחשון,2015,163
נחשון,2016,180
נחשון,2017,192
נחשון,2018,208
נחשון,2019,218
נחשונים,2015,157
נחשונים,2016,171
נחשונים,2017,174
נחשונים,2018,169
נחשונים,2019,169
נטועה,2015,130
נטועה,2016,128
נטועה,2017,125
נטועה,2018,132
נטועה,2019,130
נטור,2015,92
נטור,2016,97
נטור,2017,111
נטור,2018,118
נטור,2019,135
נטע,2015,89
נטע,2016,96
נטע,2017,99
נטע,2018,121
נטע,2019,143
נטעים,2015,298
נטעים,2016,324
נטעים,2017,327
נטעים,2018,338
נטעים,2019,361
נטף,2015,165
נטף,2016,179
נטף,2017,209
נטף,2018,220
נטף,2019,220
ניין,2015,411
ניין,2016,462
ניין,2017,489
ניין,2018,521
ניין,2019,556
"ניל""י",2015,494
"ניל""י",2016,535
"ניל""י",2017,563
"ניל""י",2018,586
"ניל""י",2019,635
ניצן ב',2015,532
ניצן ב',2016,474
ניצן ב',2017,418
ניצן ב',2018,385
ניצן ב',2019,336
ניצן,2015,442
ניצן,2016,505
ניצן,2017,573
ניצן,2018,628
ניצן,2019,670
ניצנה (קהילת חינוך),2015,22
ניצנה (קהילת חינוך),2016,23
ניצנה (קהילת חינוך),2017,28
ניצנה (קהילת חינוך),2018,33
ניצנה (קהילת חינוך),2019,31
ניצני סיני,2015,81
ניצני סיני,2016,88
ניצני סיני,2017,92
ניצני סיני,2018,105
ניצני סיני,2019,115
ניצני עוז,2015,388
ניצני עוז,2016,415
ניצני עוז,2017,438
ניצני עוז,2018,455
ניצני עוז,2019,436
ניצנים,2015,135
ניצנים,2016,142
ניצנים,2017,146
ניצנים,2018,153
ניצנים,2019,164
ניר אליהו,2015,156
ניר אליהו,2016,160
ניר אליהו,2017,181
ניר אליהו,2018,177
ניר אליהו,2019,167
ניר בנים,2015,235
ניר בנים,2016,248
ניר בנים,2017,262
ניר בנים,2018,273
ניר בנים,2019,288
ניר גלים,2015,298
ניר גלים,2016,317
ניר גלים,2017,326
ניר גלים,2018,324
ניר גלים,2019,332
ניר דוד (תל עמל),2015,220
ניר דוד (תל עמל),2016,232
ניר דוד (תל עמל),2017,264
ניר דוד (תל עמל),2018,260
ניר דוד (תל עמל),2019,279
"ניר ח""ן",2015,175
"ניר ח""ן",2016,191
"ניר ח""ן",2017,211
"ניר ח""ן",2018,209
"ניר ח""ן",2019,203
ניר יפה,2015,213
ניר יפה,2016,219
ניר יפה,2017,219
ניר יפה,2018,224
ניר יפה,2019,227
ניר יצחק,2015,71
ניר יצחק,2016,103
ניר יצחק,2017,122
ניר יצחק,2018,133
ניר יצחק,2019,135
ניר ישראל,2015,308
ניר ישראל,2016,324
ניר ישראל,2017,333
ניר ישראל,2018,341
ניר ישראל,2019,342
ניר משה,2015,166
ניר משה,2016,182
ניר משה,2017,194
ניר משה,2018,208
ניר משה,2019,223
ניר עוז,2015,78
ניר עוז,2016,84
ניר עוז,2017,87
ניר עוז,2018,104
ניר עוז,2019,120
ניר עם,2015,138
ניר עם,2016,140
ניר עם,2017,148
ניר עם,2018,155
ניר עם,2019,171
ניר עציון,2015,164
ניר עציון,2016,166
ניר עציון,2017,163
ניר עציון,2018,161
ניר עציון,2019,183
ניר עקיבא,2015,203
ניר עקיבא,2016,234
ניר עקיבא,2017,252
ניר עקיבא,2018,242
ניר עקיבא,2019,257
ניר צבי,2015,"74,956"
ניר צבי,2016,"71,294"
ניר צבי,2017,"66,651"
ניר צבי,2018,"65,978"
ניר צבי,2019,"63,048"
נירים,2015,132
נירים,2016,148
נירים,2017,157
נירים,2018,166
נירים,2019,150
נירית,2015,515
נירית,2016,521
נירית,2017,504
נירית,2018,546
נירית,2019,574
נס הרים,2015,386
נס הרים,2016,410
נס הרים,2017,425
נס הרים,2018,452
נס הרים,2019,481
נס עמים,2015,47
נס עמים,2016,108
נס עמים,2017,112
נס עמים,2018,118
נס עמים,2019,132
נס ציונה,2015,"15,271"
נס ציונה,2016,"16,166"
נס ציונה,2017,"17,090"
נס ציונה,2018,"17,791"
נס ציונה,2019,"18,124"
נעורים,2015,47
נעורים,2016,53
נעורים,2017,48
נעורים,2018,49
נעורים,2019,48
נעלה,2015,444
נעלה,2016,468
נעלה,2017,568
נעלה,2018,615
נעלה,2019,714
"נעמ""ה",2015,55
"נעמ""ה",2016,57
"נעמ""ה",2017,68
"נעמ""ה",2018,69
"נעמ""ה",2019,75
נען,2015,442
נען,2016,474
נען,2017,492
נען,2018,513
נען,2019,551
נערן,2015,12
נערן,2016,14
נערן,2017,10
נערן,2018,13
נערן,2019,14
נצר חזני,2015,107
נצר חזני,2016,123
נצר חזני,2017,137
נצר חזני,2018,153
נצר חזני,2019,165
נצר סרני,2015,281
נצר סרני,2016,302
נצר סרני,2017,307
נצר סרני,2018,319
נצר סרני,2019,344
נצרת,2015,"22,289"
נצרת,2016,"23,691"
נצרת,2017,"25,144"
נצרת,2018,"26,412"
נצרת,2019,"27,694"
נשר,2015,"7,507"
נשר,2016,"7,919"
נשר,2017,"8,084"
נשר,2018,"8,302"
נשר,2019,"8,537"
נתיב הגדוד,2015,79
נתיב הגדוד,2016,84
נתיב הגדוד,2017,92
נתיב הגדוד,2018,88
נתיב הגדוד,2019,92
"נתיב הל""ה",2015,159
"נתיב הל""ה",2016,184
"נתיב הל""ה",2017,191
"נתיב הל""ה",2018,194
"נתיב הל""ה",2019,203
נתיב העשרה,2015,331
נתיב העשרה,2016,341
נתיב העשרה,2017,357
נתיב העשרה,2018,379
נתיב העשרה,2019,394
נתיב השיירה,2015,210
נתיב השיירה,2016,238
נתיב השיירה,2017,242
נתיב השיירה,2018,247
נתיב השיירה,2019,249
נתיבות,2015,"6,035"
נתיבות,2016,"6,828"
נתיבות,2017,"7,504"
נתיבות,2018,"7,979"
נתיבות,2019,"8,756"
נתניה,2015,"58,107"
נתניה,2016,"61,292"
נתניה,2017,"63,917"
נתניה,2018,"66,438"
נתניה,2019,"68,766"
סאג'ור,2015,"1,070"
סאג'ור,2016,"1,166"
סאג'ור,2017,"1,299"
סאג'ור,2018,"1,356"
סאג'ור,2019,"1,443"
סאסא,2015,82
סאסא,2016,104
סאסא,2017,114
סאסא,2018,111
סאסא,2019,120
סביון,2015,"2,320"
סביון,2016,"2,390"
סביון,2017,"2,534"
סביון,2018,"2,656"
סביון,2019,"2,723"
סגולה,2015,206
סגולה,2016,227
סגולה,2017,250
סגולה,2018,243
סגולה,2019,243
סואעד (חמרייה)*,2015,35
סואעד (חמרייה)*,2016,38
סואעד (חמרייה)*,2017,38
סואעד (חמרייה)*,2018,47
סואעד (חמרייה)*,2019,49
סולם,2015,743
סולם,2016,803
סולם,2017,854
סולם,2018,913
סולם,2019,971
סוסיה,2015,201
סוסיה,2016,245
סוסיה,2017,276
סוסיה,2018,302
סוסיה,2019,319
סופה,2015,80
סופה,2016,89
סופה,2017,84
סופה,2018,96
סופה,2019,101
סח'נין,2015,"8,973"
סח'נין,2016,"9,655"
סח'נין,2017,"10,410"
סח'נין,2018,"11,037"
סח'נין,2019,"11,668"
סלמה,2015,794
סלמה,2016,837
סלמה,2017,964
סלמה,2018,"1,026"
סלמה,2019,"1,105"
סלעית,2015,251
סלעית,2016,289
סלעית,2017,355
סלעית,2018,429
סלעית,2019,475
סמר,2015,31
סמר,2016,30
סמר,2017,22
סמר,2018,31
סמר,2019,35
סנסנה,2015,64
סנסנה,2016,80
סנסנה,2017,100
סנסנה,2018,110
סנסנה,2019,132
סעד,2015,155
סעד,2016,177
סעד,2017,189
סעד,2018,192
סעד,2019,203
סעוה,2015,20
סעוה,2016,24
סעוה,2017,60
סעוה,2018,133
סעוה,2019,164
סער,2015,227
סער,2016,239
סער,2017,260
סער,2018,269
סער,2019,277
ספיר,2015,132
ספיר,2016,129
ספיר,2017,131
ספיר,2018,134
ספיר,2019,154
סתרייה,2015,416
סתרייה,2016,435
סתרייה,2017,466
סתרייה,2018,482
סתרייה,2019,526
עבדון,2015,267
עבדון,2016,284
עבדון,2017,303
עבדון,2018,297
עבדון,2019,313
עברון,2015,148
עברון,2016,178
עברון,2017,183
עברון,2018,204
עברון,2019,227
עגור,2015,138
עגור,2016,142
עגור,2017,152
עגור,2018,165
עגור,2019,168
ע'ג'ר,2015,470
ע'ג'ר,2016,496
ע'ג'ר,2017,559
ע'ג'ר,2018,585
ע'ג'ר,2019,613
עדי,2015,839
עדי,2016,896
עדי,2017,937
עדי,2018,935
עדי,2019,963
עדנים,2015,178
עדנים,2016,186
עדנים,2017,201
עדנים,2018,210
עדנים,2019,216
עוזה,2015,142
עוזה,2016,157
עוזה,2017,157
עוזה,2018,172
עוזה,2019,190
עוזייר,2015,599
עוזייר,2016,635
עוזייר,2017,671
עוזייר,2018,732
עוזייר,2019,790
עולש,2015,400
עולש,2016,432
עולש,2017,450
עולש,2018,472
עולש,2019,485
עומר,2015,"3,912"
עומר,2016,"4,132"
עומר,2017,"4,381"
עומר,2018,"4,456"
עומר,2019,"4,645"
עופר,2015,189
עופר,2016,189
עופר,2017,206
עופר,2018,222
עופר,2019,221
עוצם,2015,162
עוצם,2016,170
עוצם,2017,184
עוצם,2018,192
עוצם,2019,201
עזוז,2015,22
עזוז,2016,22
עזוז,2017,23
עזוז,2018,25
עזוז,2019,27
עזר,2015,313
עזר,2016,321
עזר,2017,344
עזר,2018,343
עזר,2019,341
עזריאל,2015,313
עזריאל,2016,337
עזריאל,2017,348
עזריאל,2018,337
עזריאל,2019,369
עזריה,2015,367
עזריה,2016,402
עזריה,2017,423
עזריה,2018,442
עזריה,2019,460
עזריקם,2015,416
עזריקם,2016,466
עזריקם,2017,476
עזריקם,2018,482
עזריקם,2019,535
עטרת,2015,122
עטרת,2016,130
עטרת,2017,126
עטרת,2018,143
עטרת,2019,146
עידן,2015,105
עידן,2016,105
עידן,2017,116
עידן,2018,126
עידן,2019,137
עיילבון,2015,"1,820"
עיילבון,2016,"1,923"
עיילבון,2017,"2,067"
עיילבון,2018,"2,155"
עיילבון,2019,"2,214"
עיינות,2015,27
עיינות,2016,30
עיינות,2017,32
עיינות,2018,37
עיינות,2019,36
עילוט,2015,"1,580"
עילוט,2016,"1,740"
עילוט,2017,"1,876"
עילוט,2018,"1,994"
עילוט,2019,"2,140"
עין איילה,2015,375
עין איילה,2016,405
עין איילה,2017,420
עין איילה,2018,445
עין איילה,2019,445
עין אל-אסד,2015,251
עין אל-אסד,2016,276
עין אל-אסד,2017,311
עין אל-אסד,2018,324
עין אל-אסד,2019,333
עין גב,2015,123
עין גב,2016,138
עין גב,2017,153
עין גב,2018,157
עין גב,2019,166
עין גדי,2015,99
עין גדי,2016,117
עין גדי,2017,120
עין גדי,2018,127
עין גדי,2019,133
עין דור,2015,254
עין דור,2016,282
עין דור,2017,289
עין דור,2018,305
עין דור,2019,313
עין הבשור,2015,414
עין הבשור,2016,458
עין הבשור,2017,464
עין הבשור,2018,483
עין הבשור,2019,484
עין הוד,2015,231
עין הוד,2016,250
עין הוד,2017,256
עין הוד,2018,273
עין הוד,2019,280
עין החורש,2015,262
עין החורש,2016,282
עין החורש,2017,294
עין החורש,2018,330
עין החורש,2019,330
עין המפרץ,2015,211
עין המפרץ,2016,238
עין המפרץ,2017,257
עין המפרץ,2018,262
עין המפרץ,2019,268
"עין הנצי""ב",2015,134
"עין הנצי""ב",2016,147
"עין הנצי""ב",2017,149
"עין הנצי""ב",2018,166
"עין הנצי""ב",2019,144
עין העמק,2015,289
עין העמק,2016,313
עין העמק,2017,321
עין העמק,2018,334
עין העמק,2019,347
עין השופט,2015,123
עין השופט,2016,125
עין השופט,2017,175
עין השופט,2018,191
עין השופט,2019,210
עין השלושה,2015,79
עין השלושה,2016,83
עין השלושה,2017,81
עין השלושה,2018,92
עין השלושה,2019,102
עין ורד,2015,567
עין ורד,2016,607
עין ורד,2017,625
עין ורד,2018,660
עין ורד,2019,682
עין זיוון,2015,121
עין זיוון,2016,123
עין זיוון,2017,130
עין זיוון,2018,143
עין זיוון,2019,154
עין חוד,2015,60
עין חוד,2016,65
עין חוד,2017,69
עין חוד,2018,75
עין חוד,2019,81
עין חרוד (איחוד),2015,184
עין חרוד (איחוד),2016,170
עין חרוד (איחוד),2017,168
עין חרוד (איחוד),2018,174
עין חרוד (איחוד),2019,166
עין חרוד (מאוחד),2015,203
עין חרוד (מאוחד),2016,210
עין חרוד (מאוחד),2017,229
עין חרוד (מאוחד),2018,242
עין חרוד (מאוחד),2019,263
עין יהב,2015,192
עין יהב,2016,197
עין יהב,2017,206
עין יהב,2018,224
עין יהב,2019,237
עין יעקב,2015,353
עין יעקב,2016,368
עין יעקב,2017,386
עין יעקב,2018,410
עין יעקב,2019,431
"עין כרם-בי""ס חקלאי",2015,11
"עין כרם-בי""ס חקלאי",2016,9
"עין כרם-בי""ס חקלאי",2017,9
